,index,country_code,geometry,area,samples,boundaries,coords
10,10,CAN,"POLYGON ((-92.40692000000001 69.69997000000001, -90.5471 69.49766, -90.55151000000001 68.47499000000001, -89.21514999999999 69.25873, -88.01966 68.61508000000001, -88.31748999999999 67.87338000000001, -87.35017000000001 67.19871999999999, -86.30606999999999 67.92146, -85.57664 68.78456, -85.52197 69.88211, -84.10081000000001 69.80539, -82.62258 69.65826, -81.28043000000001 69.16202000000001, -81.22019999999999 68.66567000000001, -81.96436000000001 68.13253, -81.25928 67.59716, -81.38653000000001 67.11078000000001, -83.34456 66.41154, -84.73542 66.2573, -85.76943 66.55833, -86.06760000000001 66.05625000000001, -87.03143 65.21297, -87.32324 64.77563000000001, -87.81580517636853 64.48823377311633, -92.40692000000001 69.69997000000001))",27.28341354904126,[],"[-92.40692000000001, 64.48823377311633, -81.22019999999999, 69.88211]",[]
11,11,CAN,"POLYGON ((-76.50000000000001 44.01845889375865, -76.82003414580558 43.62878428809375, -77.7378850979577 43.62905558936328, -78.72027991404235 43.62508942318493, -79.17167355011186 43.46633942318426, -79.01000000000001 43.27, -78.92 42.965, -78.93936214874375 42.86361135514798, -80.24744767934794 42.36619985612255, -81.27774654816716 42.20902598730682, -82.43927771679159 41.67510508886733, -82.69008928092023 41.67510508886733, -83.02981014680699 41.83279572200598, -83.14199968131264 41.97568105729287, -83.12 42.08, -82.90000000000001 42.43, -82.42999999999999 42.98, -82.13764238150395 43.57108755143997, -82.33776312543114 44.44000000000005, -82.55092464875821 45.34751658790543, -83.59285071484311 45.81689362241252, -83.46955074739469 45.99468638771253, -83.49585431101362 46.01662225224298, -76.50000000000001 44.01845889375865))",12.568514845507682,"[[-82.55751991610187, 42.31801584969859], [-81.46892295559434, 42.880237819533896], [-79.9040670504733, 42.965003212538235], [-79.85975579600057, 44.15198258351536]]","[-83.59285071484311, 41.67510508886733, -76.50000000000001, 46.01662225224298]",[]
12,12,CAN,"POLYGON ((-83.84703546803622 46.11692698829901, -83.89076534700574 46.11692698829901, -83.9156185699392 46.1365157669015, -83.84703546803622 46.11692698829901))",0.00042830745872374964,[],"[-83.9156185699392, 46.11692698829901, -83.84703546803622, 46.1365157669015]",[]
13,13,CAN,"POLYGON ((-88.37811418328671 48.30291758889371, -89.27291744663665 48.01980825458281, -89.60000000000002 48.0100000000001, -90.83 48.27, -91.18549417525298 48.21294537928038, -94.76815259976048 49.23622809380834, -94.81758000000002 49.38905, -95.15609000000001 49.38425000000001, -95.15637796027816 49.34711343471653, -99.02301062119365 50.45150517306316, -88.37811418328671 48.30291758889371))",3.778420787310444,[],"[-99.02301062119365, 48.0100000000001, -88.37811418328671, 50.45150517306316]",[]
14,14,CAN,"POLYGON ((-91.18549417525298 48.21294537928038, -91.64 48.14, -92.61000000000001 48.44999999999993, -93.63087000000002 48.60926000000001, -94.32914000000001 48.67074, -94.64 48.84, -94.76815259976048 49.23622809380834, -91.18549417525298 48.21294537928038))",0.8741614003582292,"[[-91.44708742341373, 48.24297540656948]]","[-94.76815259976048, 48.14, -91.18549417525298, 49.23622809380834]",[]
15,15,CAN,"POLYGON ((-77.20474177067895 57.93010281888603, -77.30226 58.05209, -78.51688 58.80458, -77.33676 59.85261000000001, -77.77272000000001 60.75788000000001, -78.10687 62.31964000000001, -77.41067 62.55053, -75.69621000000001 62.2784, -74.6682 62.18111, -73.83988000000001 62.4438, -70.53298082562398 58.86938084177572, -61.79866000000001 56.33945, -60.46853 55.77547999999999, -59.56962 55.20407, -77.20474177067895 57.93010281888603))",43.19671653982329,[],"[-78.51688, 55.20407, -59.56962, 62.55053]",[]
16,16,CAN,"POLYGON ((-73.83988000000001 62.4438, -72.90853 62.10507, -71.67708 61.52535, -71.37369000000001 61.13717, -69.59041999999999 61.06141, -69.62033 60.22125, -69.28790000000001 58.95736, -68.37455 58.80106, -67.64976 58.21206, -66.20178 58.76731, -65.24517 59.87071, -64.58352000000001 60.33558, -63.80475000000001 59.44260000000001, -62.50236 58.16708, -61.39655 56.96745000000001, -61.79866000000001 56.33945, -70.53298082562398 58.86938084177572, -73.83988000000001 62.4438))",17.451068605045606,[],"[-73.83988000000001, 56.33945, -61.39655, 62.4438]",[]
17,17,CAN,"POLYGON ((-75.31821000000001 44.81645, -76.375 44.09631, -76.50000000000001 44.01845889375865, -83.49585431101362 46.01662225224298, -83.61613094759059 46.11692698829901, -83.84703546803622 46.11692698829901, -83.9156185699392 46.1365157669015, -84.09185126416151 46.27541860613826, -84.14211951367341 46.51222585711571, -84.33670000000001 46.40877, -84.60490000000004 46.43959999999998, -84.54374874544584 46.53868419044915, -84.77923824739992 46.63710195574902, -84.8760798815149 46.90008331968238, -85.65236324740341 47.22021881773051, -86.2476114236524 47.46513215964725, -75.31821000000001 44.81645))",8.177662256510747,"[[-76.18294174459513, 44.96245156420973], [-76.4501982177461, 44.64406902331271]]","[-86.2476114236524, 44.01845889375865, -75.31821000000001, 47.46513215964725]",[]
18,18,CAN,"POLYGON ((-96.31511579961332 49.90493816540627, -99.02301062119365 50.45150517306316, -95.15637796027816 49.34711343471653, -95.15906950917206 49, -97.2287200000048 49.0007, -100.65 49.00000000000011, -104.04826 48.99986000000007, -107.05 49, -110.05 49, -100.0468848071175 50.80931248664861, -96.31511579961332 49.90493816540627))",14.398716250729775,"[[-106.71736688077908, 49.29320049819279], [-104.85327447936326, 49.2469603129166], [-106.77070115783329, 49.27039769454816], [-106.64269674376227, 49.7171177303635], [-104.63087529852143, 49.18286798925668], [-107.56692747208848, 49.21081887348399], [-104.12683887870621, 50.0889638542065], [-101.11313298678014, 49.141389966584285], [-105.82712323593331, 49.54281231810417], [-104.2961733547516, 50.088751721009594]]","[-110.05, 48.99986000000007, -95.15637796027816, 50.80931248664861]",[]
19,19,CAN,"POLYGON ((-94.23282000000002 69.06903000000001, -95.30408 69.68571, -96.47131 70.08976, -96.39115 71.19482000000001, -95.2088 71.92053, -93.88997000000001 71.76015, -92.87818 71.31869, -91.51964000000001 70.19129000000001, -92.40692000000001 69.69997000000001, -87.81580517636853 64.48823377311633, -88.48296000000001 64.09897000000001, -89.91444 64.03273, -90.70398 63.61017, -90.77004000000001 62.96021, -90.85039871215726 62.95156683469526, -94.23282000000002 69.06903000000001))",26.09288776493593,[],"[-96.47131, 62.95156683469526, -87.81580517636853, 71.92053]",[]
20,20,CAN,"POLYGON ((-83.74873069138278 55.25845655384355, -83.36055 55.24489, -82.27285000000001 55.14832, -82.43620000000001 54.28227, -83.74873069138278 55.25845655384355))",0.6594537737967929,[],"[-83.74873069138278, 54.28227, -82.27285, 55.25845655384355]",[]
21,21,CAN,"POLYGON ((-76.94944720454885 56.02116438162184, -76.54137 56.53423000000001, -76.62319000000001 57.20263, -77.20474177067895 57.93010281888603, -59.56962 55.20407, -57.97508 54.94549000000001, -65.40816754744239 54.51049904582734, -58.77482 51.0643, -76.94944720454885 56.02116438162184))",40.46124032818435,"[[-68.99304834713645, 56.80989703720058], [-69.04359020489905, 56.872757408977215]]","[-77.20474177067895, 51.0643, -57.97508, 57.93010281888603]",[]
22,22,CAN,"POLYGON ((-57.97508 54.94549000000001, -57.3332 54.6265, -56.93689 53.78032, -56.15811 53.64749, -55.75632 53.27036, -55.68338 52.14664, -56.40916000000001 51.77070000000001, -57.12691 51.41972000000001, -58.77482 51.0643, -65.40816754744239 54.51049904582734, -57.97508 54.94549000000001))",21.258083523733944,"[[-55.77892912900741, 52.314504135543444]]","[-65.40816754744239, 51.0643, -55.68338, 54.94549000000001]",[]
23,23,CAN,"POLYGON ((-71.10458 46.82171, -70.25521999999999 46.98605999999999, -70.22800254782172 47.00833862792335, -69.78992840895781 46.90089676881019, -69.99997 46.69307, -70.30500000000001 45.915, -70.66 45.46, -71.08482000000004 45.30524000000014, -71.405 45.255, -71.50506 45.0082, -73.34783 45.00738, -74.86700000000002 45.0004800000001, -75.31821000000001 44.81645, -86.2476114236524 47.46513215964725, -86.46199083122826 47.553338019392, -87.43979262330028 47.94, -88.37811418328671 48.30291758889371, -94.39680479807043 49.51774236462673, -100.6635247532122 51.06918036452087, -71.10458 46.82171))",42.558778928261844,"[[-70.94777908803985, 46.79745512493774], [-96.85011318359177, 50.28651328167655], [-97.75435033015556, 50.47273037613961], [-71.78906643576367, 46.31995164171518], [-84.23644604903446, 48.975546886977796], [-74.3997194706774, 45.29110045777733], [-77.027041019448, 45.73927171085797], [-82.68238293406546, 49.28599947478404], [-83.47971485203361, 49.09836516917434]]","[-100.6635247532122, 44.81645, -69.7899284089578, 51.06918036452087]",[]
24,24,CAN,"POLYGON ((-124.91024 49.98456, -125.62461 50.41656, -127.43561 50.83061, -127.99276 51.71583, -127.85032 52.32961, -119.3350055721053 53.43058457264316, -124.91024 49.98456))",13.310973408735542,"[[-124.11239590164142, 52.32001700401823], [-123.85942921807116, 51.73696448806466], [-126.83661274258803, 51.03527124563506]]","[-127.99276, 49.98456, -119.3350055721053, 53.43058457264316]",[]
25,25,CAN,"POLYGON ((-115.2469 68.90591000000001, -113.89794 68.3989, -114.8073586932135 68.07811006201007, -115.2469 68.90591000000001))",0.4469085831985485,[],"[-115.2469, 68.07811006201007, -113.89794, 68.90591]",[]
26,26,CAN,"POLYGON ((-83.77861450822373 55.25950096542616, -83.74873069138278 55.25845655384355, -83.61515580612519 55.15911106213373, -83.77861450822373 55.25950096542616))",0.0014146576604611313,[],"[-83.77861450822373, 55.15911106213373, -83.61515580612519, 55.25950096542616]",[]
27,27,CAN,"POLYGON ((-110.05 49, -113 49, -116.04818 49, -117.03121 49, -120 49.00000000000011, -122.84 49.00000000000011, -105.0668649582102 51.90401486978617, -110.05 49))",18.571175092283088,"[[-109.9247976068345, 51.1967819178722], [-106.72726863556863, 51.10125458549168], [-111.33370259891238, 50.53815866174725], [-110.75322507431348, 51.229758214683116], [-111.5637374018029, 50.98699963867861], [-109.8052107322838, 51.301227076318405], [-108.62592517245758, 50.58569404586857], [-113.67545978857734, 50.522793601192525], [-111.13012190568784, 49.660674797623024], [-109.60819366787577, 50.824738285040475], [-106.14146144960579, 51.410093195328976], [-107.41462215550554, 51.428944002693314]]","[-122.84, 49.0, -105.0668649582102, 51.90401486978617]",[]
28,28,CAN,"POLYGON ((-127.85032 52.32961, -129.12979 52.75538, -129.30523 53.56159, -130.51497 54.28757, -117.6291726831268 54.48495136712837, -119.3350055721053 53.43058457264316, -127.85032 52.32961))",16.689349306196412,"[[-128.73819936828284, 53.363987090031266]]","[-130.51497, 52.32961, -117.6291726831268, 54.48495136712837]",[]
29,29,CAN,"POLYGON ((-130.51497 54.28757, -130.5361089527368 54.80275447679924, -130.53611 54.80278000000001, -129.98 55.285, -130.00778 55.91583000000008, -119.7670585577898 60.97897894654295, -117.60268 69.01128, -118.332828968313 61.21021805773131, -130.51497 54.28757))",16.084728250282822,"[[-129.1907660708012, 55.734077038110456], [-129.4443733422792, 55.436122631595644], [-127.93580668332022, 56.27298573431227]]","[-130.53611, 54.28757, -117.60268, 69.01128]",[]
30,30,CAN,"POLYGON ((-130.00778 55.91583000000008, -131.70781 56.55212, -125.653571624177 62.977790846277, -124.28968 69.39968999999999, -123.06108 69.56372, -123.4177986482686 63.31606251667534, -119.7670585577898 60.97897894654295, -130.00778 55.91583000000008))",46.51184260080734,[],"[-131.70781, 55.91583000000008, -119.7670585577898, 69.56372]",[]
31,31,CAN,"POLYGON ((-123.06108 69.56372, -122.6835 69.85553, -121.47226 69.79778, -119.94288 69.37786, -117.60268 69.01128, -119.7670585577898 60.97897894654295, -123.4177986482686 63.31606251667534, -123.06108 69.56372))",35.39498882461832,[],"[-123.4177986482686, 60.97897894654295, -117.60268, 69.85553]",[]
32,32,CAN,"POLYGON ((-131.70781 56.55212, -132.73042 57.69289000000001, -129.3021256061676 62.42576590308035, -129.8238540620032 64.1218229483831, -124.42483 70.1584, -124.28968 69.39968999999999, -125.653571624177 62.977790846277, -131.70781 56.55212))",34.29143339138728,[],"[-132.73042, 56.55212, -124.28968, 70.1584]",[]
33,33,CAN,"POLYGON ((-132.73042 57.69289000000001, -133.35556 58.41028000000001, -134.27111 58.86111000000005, -134.9450000000001 59.2705600000001, -135.47583 59.78778000000001, -129.8238540620032 64.1218229483831, -129.3021256061676 62.42576590308035, -132.73042 57.69289000000001))",15.899705659088724,"[[-133.28388000705831, 59.83156401046758]]","[-135.47583, 57.69289000000001, -129.3021256061676, 64.1218229483831]",[]
34,34,CAN,"POLYGON ((-135.47583 59.78778000000001, -136.47972 59.46389000000005, -137.4525 58.905, -132.0973225174181 65.21246391613528, -128.5319758055794 69.95951099370748, -128.36156 70.01286, -128.13817 70.48384, -127.44712 70.37721000000001, -125.75632 69.48058, -124.42483 70.1584, -129.8238540620032 64.1218229483831, -135.47583 59.78778000000001))",30.703927457444358,[],"[-137.4525, 58.905, -124.42483, 70.48384]",[]
35,35,CAN,"POLYGON ((-137.4525 58.905, -138.34089 59.56211, -139.039 60, -134.7369715144138 65.46963671658089, -131.43136 69.94450999999999, -129.79471 70.19369, -129.10773 69.77927000000001, -128.5319758055794 69.95951099370748, -132.0973225174181 65.21246391613528, -137.4525 58.905))",29.026503750735426,[],"[-139.039, 58.905, -128.5319758055794, 70.19369]",[]
36,36,CAN,"POLYGON ((-139.039 60, -140.013 60.27682000000001, -140.99778 60.30639000000001, -140.9925 66.00003000000001, -140.986 69.712, -140.985987610376 69.71199839952635, -139.12052 69.47102, -137.54636 68.99002, -137.7461729146671 65.76281385948464, -139.039 60))",26.869756083231664,[],"[-140.99778, 60.0, -137.54636, 69.712]",[]
37,37,CAN,"POLYGON ((-137.54636 68.99002, -136.50358 68.89803999999999, -135.62576 69.31512000000001, -134.41464 69.62743, -132.92925 69.50534, -131.43136 69.94450999999999, -134.7369715144138 65.46963671658089, -139.039 60, -137.7461729146671 65.76281385948464, -137.54636 68.99002))",25.52533213370207,[],"[-139.039, 60.0, -131.43136, 69.94451]",[]
38,38,CAN,"POLYGON ((-93.62939432002831 61.53420323505171, -94.24153 60.89865, -94.59446626088979 60.18105480288837, -95.48438825835946 60.58810570315809, -93.62939432002831 61.53420323505171))",0.6910370582118378,[],"[-95.48438825835946, 60.18105480288837, -93.62939432002831, 61.53420323505171]",[]
39,39,CAN,"POLYGON ((-83.83926947514522 55.26162080006215, -83.77861450822373 55.25950096542616, -83.61515580612519 55.15911106213373, -83.83926947514522 55.26162080006215))",0.002871320422594886,[],"[-83.83926947514522, 55.15911106213373, -83.61515580612519, 55.26162080006215]",[]
40,40,CAN,"POLYGON ((-78.7935787400833 52.19788814060868, -78.60191 52.56208, -79.12421000000001 54.14145, -79.82958000000001 54.66772, -71.00493878000412 51.84908448155442, -68.51114 49.06836000000001, -69.95362 47.74488, -70.64286861080569 47.19204268155497, -78.7935787400833 52.19788814060868))",32.02639805706945,"[[-73.40900243901797, 50.35813631750299], [-72.88090736337975, 50.656083175882614], [-77.93702728667193, 52.158901800582086], [-76.34589677777805, 51.82677043255355], [-75.14544421921856, 50.528046385514074], [-75.16849455423423, 50.87999403176768], [-78.0141271057765, 52.172083215373995], [-73.81240155371721, 49.80956032654452], [-77.53954559632035, 51.86845253956074], [-78.42826099013708, 52.17820342870233], [-72.19485847013085, 48.969487618883505]]","[-79.82958, 47.19204268155497, -68.51114, 54.66772]",[]
41,41,CAN,"POLYGON ((-79.82958000000001 54.66772, -78.22874 55.13645, -77.0956 55.83741, -76.94944720454885 56.02116438162184, -58.77482 51.0643, -60.03309000000001 50.24277, -61.72366 50.08046, -63.86251 50.29099, -65.36331 50.2982, -66.39905 50.22897, -67.23631 49.51156, -68.51114 49.06836000000001, -71.00493878000412 51.84908448155442, -79.82958000000001 54.66772))",48.22702631756234,"[[-64.2560202035479, 51.59936715062979], [-75.01249891256755, 54.27722887116762], [-68.35725042535337, 51.39288034001846], [-60.533495183735205, 51.31956261234783], [-65.7466348289525, 51.485816637427675], [-75.02550472495554, 54.35993753790893], [-75.00391550059733, 54.346733862462415], [-63.55712126272723, 51.38117401970415]]","[-79.82958, 49.06836000000001, -58.77482, 56.02116438162184]",[]
42,42,CAN,"POLYGON ((-70.72111797467643 47.12927988767461, -71.10458 46.82171, -100.6635247532122 51.06918036452087, -94.39680479807043 49.51774236462673, -96.31511579961332 49.90493816540627, -100.0468848071175 50.80931248664861, -104.2437895691236 52.11408648170534, -70.72111797467643 47.12927988767461))",14.574576658470654,"[[-100.76654567079518, 51.414085466018875], [-100.09670494468695, 51.756065497236484], [-99.22016578366924, 51.41210482235092], [-103.0776150338462, 52.000938018390386], [-102.3967310962791, 51.70133035914018], [-97.29221714520268, 51.52018887308851]]","[-104.2437895691236, 46.82171, -70.72111797467643, 52.11408648170534]",[]
43,43,CAN,"POLYGON ((-130.51497 54.28757, -111.4860530194992 58.39108615561187, -109.7798416695944 56.70880425597527, -112.8235268567896 57.45529706633725, -117.6291726831268 54.48495136712837, -130.51497 54.28757))",26.746048541449397,"[[-118.77296308814638, 55.41137146009874], [-118.62901096862679, 55.39170017460031], [-118.21134460114888, 55.976198727741114]]","[-130.51497, 54.28757, -109.7798416695944, 58.39108615561187]",[]
44,44,CAN,"POLYGON ((-111.4860530194992 58.39108615561187, -70.64286861080569 47.19204268155497, -70.72111797467643 47.12927988767461, -109.7798416695944 56.70880425597527, -111.4860530194992 58.39108615561187))",26.401420541625267,"[[-100.7845291624822, 56.415105167524914], [-98.74867683542058, 56.816068981477116], [-98.5081685545531, 56.76046470205603], [-97.23495419437984, 56.57643640642828]]","[-111.4860530194992, 47.12927988767461, -70.64286861080569, 58.39108615561187]",[]
45,45,CAN,"POLYGON ((-117.60268 69.01128, -116.22643 68.84151, -115.2469 68.90591000000001, -114.8073586932135 68.07811006201007, -115.30489 67.90261000000001, -117.3100306506896 61.52690828224968, -118.332828968313 61.21021805773131, -117.60268 69.01128))",13.612240004227063,[],"[-118.332828968313, 61.21021805773131, -114.8073586932135, 69.01128]",[]
46,46,CAN,"POLYGON ((-114.6744577422527 67.82781413472053, -113.49727 67.68815000000001, -112.1051948558769 62.98905239564525, -114.6744577422527 67.82781413472053))",2.6686485645127123,[],"[-114.6744577422527, 62.98905239564525, -112.1051948558769, 67.82781413472053]",[]
47,47,CAN,"POLYGON ((-113.49727 67.68815000000001, -110.798 67.80611999999999, -104.7319656945859 59.1552865410404, -110.3824883734253 58.08849299039375, -111.4860530194992 58.39108615561187, -111.56861572229 59.75436136996402, -110.5445489830315 60.04984614399424, -112.1051948558769 62.98905239564525, -113.49727 67.68815000000001))",41.928473549218786,"[[-110.75060889598913, 59.96996225765405]]","[-113.49727, 58.08849299039375, -104.7319656945859, 67.80611999999999]",[]
48,48,CAN,"POLYGON ((-111.4860530194992 58.39108615561187, -130.51497 54.28757, -111.56861572229 59.75436136996402, -111.4860530194992 58.39108615561187))",13.14022413011729,"[[-116.61756174916192, 58.26894718005938]]","[-130.51497, 54.28757, -111.4860530194992, 59.75436136996402]",[]
49,49,CAN,"POLYGON ((-110.798 67.80611999999999, -109.94619 67.98104000000001, -108.8802 67.38144, -101.8975286424424 58.18057810036652, -104.7319656945859 59.1552865410404, -110.798 67.80611999999999))",16.99242418744171,[],"[-110.798, 58.18057810036652, -101.8975286424424, 67.98104000000001]",[]
50,50,CAN,"POLYGON ((-101.8975286424424 58.18057810036652, -101.5698221252122 57.74876880357334, -70.64286861080569 47.19204268155497, -110.3824883734253 58.08849299039375, -104.7319656945859 59.1552865410404, -101.8975286424424 58.18057810036652))",47.37585127764171,"[[-106.92086087464384, 58.15323917688296], [-98.54152130804793, 56.80035519219767], [-106.72288456688946, 58.68458769237965], [-103.02547511430521, 58.171663956460684], [-100.99777834717612, 57.47882675543223], [-99.48059409517387, 57.231984561190465], [-78.96168662920083, 51.377715855824135], [-77.85875011765518, 50.87281451966817], [-101.08155677357283, 57.49892989739392], [-96.29625751601479, 56.39300051379969], [-99.31236872409684, 57.173678533014474], [-106.14838537265271, 58.664737291483554], [-99.31013559295452, 57.20376590226491], [-99.18661703143499, 57.06538733952428], [-100.38216309303337, 57.27027355844154], [-98.43127182043494, 56.95154612845752]]","[-110.3824883734253, 47.19204268155497, -70.64286861080569, 59.1552865410404]",[]
51,51,CAN,"POLYGON ((-91.93342 62.83508, -93.15698 62.02469000000001, -93.62939432002831 61.53420323505171, -95.48438825835946 60.58810570315809, -94.59446626088979 60.18105480288837, -94.62628924955607 60.11635183423591, -95.48764907182431 60.58759334755521, -91.93342 62.83508))",0.3346404899511981,[],"[-95.48764907182431, 60.11635183423591, -91.93342, 62.83508]",[]
52,52,CAN,"POLYGON ((-86.95057756689798 55.91704523131899, -86.07120999999999 55.72383, -85.01181000000001 55.30260000000001, -83.83926947514522 55.26162080006215, -83.61515580612519 55.15911106213373, -82.43620000000001 54.28227, -82.12502000000001 53.27703, -86.95057756689798 55.91704523131899))",2.878574107873786,[],"[-86.95057756689798, 53.27703, -82.12502, 55.91704523131899]",[]
53,53,CAN,"POLYGON ((-122.84 49.00000000000011, -122.97421 49.00253777777778, -124.91024 49.98456, -105.7456274191173 52.35969471055697, -105.0668649582102 51.90401486978617, -122.84 49.00000000000011))",16.991344729857992,"[[-111.7114148481389, 51.50945402536364], [-111.56580548315641, 51.624367368699446], [-120.75269785770372, 50.52230782412345], [-121.15688655375729, 50.42597205839038], [-108.9960701053437, 51.99287714728833], [-106.94973213342526, 52.27150414049205], [-120.67088529736667, 50.59261462445848], [-113.25675032021566, 51.518970992003574], [-113.38600719373976, 51.565314277305134], [-106.1104189251568, 52.15745759113604], [-113.45937533125442, 51.645009348253716], [-113.92514802584373, 51.62600113773659]]","[-124.91024, 49.00000000000011, -105.0668649582102, 52.35969471055697]",[]
54,54,CAN,"POLYGON ((-130.51497 54.28757, -118.332828968313 61.21021805773131, -117.3100306506896 61.52690828224968, -115.30489 67.90261000000001, -117.3921028839356 60.59005545060412, -130.51497 54.28757))",8.177348793764324,"[[-127.63666332018019, 56.248218356306694]]","[-130.51497, 54.28757, -115.30489, 67.90261000000001]",[]
55,55,CAN,"POLYGON ((-93.96859513138034 58.86760086827604, -93.21502000000001 58.78212, -92.76462000000001 57.84571, -92.29702999999999 57.08709, -93.96859513138034 58.86760086827604))",0.5513441843874305,[],"[-93.96859513138034, 57.08709, -92.29702999999999, 58.86760086827604]",[]
56,56,CAN,"POLYGON ((-104.2437895691236 52.11408648170534, -100.0468848071175 50.80931248664861, -110.05 49, -105.0668649582102 51.90401486978617, -105.7456274191173 52.35969471055697, -104.5103703640709 52.56981974757506, -104.2437895691236 52.11408648170534))",11.562667670215788,"[[-107.28582659900485, 49.667493512107875], [-104.75448143286162, 51.538391082062184], [-104.56752157696808, 52.15967428329449], [-104.7435610470576, 51.67177668403285], [-105.28605366821942, 50.41089223563026], [-103.20320553049842, 51.26868904819366], [-102.12030517750571, 50.640503817109895], [-108.9045602074097, 49.7103682147805]]","[-110.05, 49.0, -100.0468848071175, 52.56981974757506]",[]
57,57,CAN,"POLYGON ((-115.30489 67.90261000000001, -114.6744577422527 67.82781413472053, -110.5445489830315 60.04984614399424, -116.7769434358326 60.80161837733689, -115.30489 67.90261000000001))",24.978705759718817,"[[-114.20904066120305, 60.60854749215911], [-116.28294822025559, 61.57917928310584]]","[-116.7769434358326, 60.04984614399424, -110.5445489830315, 67.90261000000001]",[]
58,58,CAN,"POLYGON ((-110.5445489830315 60.04984614399424, -130.51497 54.28757, -117.3921028839356 60.59005545060412, -115.30489 67.90261000000001, -116.7769434358326 60.80161837733689, -110.5445489830315 60.04984614399424))",28.04175866785904,"[[-128.27945730918708, 55.53346422648584], [-113.19379363909563, 59.93922729900707], [-113.26895041878846, 60.340510095376075], [-128.17888085601973, 55.56469644931225], [-113.44247517433739, 60.40596153065948], [-116.74928369270978, 61.53664511299626], [-111.37453213509806, 60.08998980929862]]","[-130.51497, 54.28757, -110.5445489830315, 67.90261000000001]",[]
59,59,CAN,"POLYGON ((-94.6846 58.94882, -93.96859513138034 58.86760086827604, -92.29702999999999 57.08709, -90.89769 57.28468, -89.03953 56.85172, -88.03978000000001 56.47162, -87.32420999999999 55.99914, -86.95057756689798 55.91704523131899, -82.12502000000001 53.27703, -81.68493903611909 52.59701203608141, -94.12062567997754 57.7978476572077, -94.6846 58.94882))",10.370151941349896,"[[-83.65604994862547, 53.86914093800047]]","[-94.6846, 52.59701203608141, -81.68493903611909, 58.94882]",[]
60,60,CAN,"POLYGON ((-107.953452136425 67.81245302538113, -107.79239 67.88736, -108.81299 68.31164, -108.16721 68.65392, -106.95 68.7, -106.15 68.8, -105.34282 68.56122000000001, -104.33791 68.018, -103.22115 68.09775, -98.17352383833835 65.32504863661693, -95.32531515632074 60.69024382420164, -95.48764907182431 60.58759334755521, -95.14806526468836 60.40181037621569, -94.65372399609896 59.59738361314208, -95.6675100521052 60.67724407262368, -107.953452136425 67.81245302538113))",30.589448374708944,[],"[-108.81299, 59.59738361314208, -94.65372399609896, 68.8]",[]
61,61,CAN,"POLYGON ((-103.22115 68.09775, -101.45433 67.64689, -99.90195 67.80566, -98.4432 67.78165, -98.5586 68.40394000000001, -97.66948000000001 68.57864000000001, -96.11991 68.23939, -96.12588 67.29338, -95.48943 68.0907, -94.685 68.06383, -94.23282000000002 69.06903000000001, -90.85039871215726 62.95156683469526, -91.93342 62.83508, -95.32531515632074 60.69024382420164, -98.17352383833835 65.32504863661693, -103.22115 68.09775))",40.912729345695745,[],"[-103.22115, 60.69024382420164, -90.85039871215726, 69.06903000000001]",[]
62,62,CAN,"POLYGON ((-95.14806526468836 60.40181037621569, -94.62628924955607 60.11635183423591, -94.62930999999999 60.11021, -94.65372399609896 59.59738361314208, -95.14806526468836 60.40181037621569))",0.1386087396558366,[],"[-95.14806526468836, 59.59738361314208, -94.62628924955607, 60.40181037621569]",[]
63,63,CAN,"POLYGON ((-104.5103703640709 52.56981974757506, -105.7456274191173 52.35969471055697, -124.91024 49.98456, -104.476607773961 52.73497165095431, -104.5103703640709 52.56981974757506))",2.1874276269857766,"[[-107.54220332560219, 52.328295955482375], [-107.20324178155093, 52.348755806039414]]","[-124.91024, 49.98456, -104.476607773961, 52.73497165095431]",[]
64,64,CAN,"POLYGON ((-107.953452136425 67.81245302538113, -95.6675100521052 60.67724407262368, -94.65372399609896 59.59738361314208, -94.6846 58.94882, -94.12062567997754 57.7978476572077, -81.68493903611909 52.59701203608141, -81.67824376387138 52.5866664274879, -94.71581182827165 58.00041683695243, -107.953452136425 67.81245302538113))",14.509790001387074,[],"[-107.953452136425, 52.5866664274879, -81.67824376387138, 67.81245302538113]",[]
65,65,CAN,"POLYGON ((-104.476607773961 52.73497165095431, -124.91024 49.98456, -104.3561736382327 52.75240898997885, -104.476607773961 52.73497165095431))",0.012532361274325998,[],"[-124.91024, 49.98456, -104.3561736382327, 52.75240898997885]",[]
66,66,CAN,"POLYGON ((-107.953452136425 67.81245302538113, -94.71581182827165 58.00041683695243, -81.67824376387138 52.5866664274879, -81.40075 52.15788000000001, -80.02924043074663 51.28266763080982, -94.04948647486692 57.39275674329619, -107.953452136425 67.81245302538113))",6.8413379446645175,"[[-83.8323390964439, 53.327882352425526]]","[-107.953452136425, 51.28266763080982, -80.02924043074663, 67.81245302538113]",[]
67,67,CAN,"POLYGON ((-79.88547179734334 51.22001258474928, -79.14301 51.53393000000001, -78.7935787400833 52.19788814060868, -70.64286861080569 47.19204268155497, -79.88547179734334 51.22001258474928))",6.5264785521287285,[],"[-79.88547179734334, 47.19204268155497, -70.64286861080569, 52.19788814060868]",[]
